Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del plazo fijo;Nombre corto del plazo fijo;Denominación;Monto mínimo a invertir;Plazo mínimo a invertir;Canal de constitución;Tasa efectiva anual mínima;Territorio de validez de la oferta;Más información
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL USD;PF PAQ PREVISIONAL;Dólares estadounidenses;50;30 días;Línea telefónica;,25;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL;PF PAQ PREVISIONAL;Pesos;10000;90 días;Ventanilla de sucursal;24,98;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS  USD;PF ALTOS MONTOS;Dólares estadounidenses;2000;30 días;Línea telefónica;,20;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A USD 2000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS;PLAZOS FIJOS;Pesos;10000;60 días;Línea telefónica;22,54;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS USD;PLAZOS FIJOS;Dólares estadounidenses;50;360 días o más;Línea telefónica;1,00;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS USD;PLAZOS FIJOS;Dólares estadounidenses;50;180 días;Línea telefónica;,90;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS USD;PLAZOS FIJOS;Dólares estadounidenses;50;60 días;Ventanilla de sucursal;,35;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS  USD;PF ALTOS MONTOS;Dólares estadounidenses;2000;180 días;Ventanilla de sucursal;,90;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A USD 2000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS;PLAZOS FIJOS;Pesos;10000;180 días;Línea telefónica;22,54;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL USD;PF PAQ PREVISIONAL;Dólares estadounidenses;50;360 días o más;Ventanilla de sucursal;1,05;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL USD;PF PAQ PREVISIONAL;Dólares estadounidenses;50;360 días o más;Línea telefónica;1,05;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS;PF ALTOS MONTOS;Pesos;5000000;180 días;Línea telefónica;26,20;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A 300000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL USD;PF PAQ PREVISIONAL;Dólares estadounidenses;50;30 días;Ventanilla de sucursal;,25;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL;PF PAQ PREVISIONAL;Pesos;10000;30 días;Línea telefónica;24,98;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS;PF ALTOS MONTOS;Pesos;5000000;360 días o más;Ventanilla de sucursal;26,20;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A 300000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS;PLAZOS FIJOS;Pesos;10000;30 días;Ventanilla de sucursal;22,54;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS;PF ALTOS MONTOS;Pesos;5000000;60 días;Línea telefónica;26,20;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A 300000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL USD;PF PAQ PREVISIONAL;Dólares estadounidenses;50;180 días;Línea telefónica;,95;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS;PLAZOS FIJOS;Pesos;10000;360 días o más;Línea telefónica;22,54;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS;PF ALTOS MONTOS;Pesos;5000000;60 días;Ventanilla de sucursal;26,20;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A 300000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS USD;PLAZOS FIJOS;Dólares estadounidenses;50;180 días;Ventanilla de sucursal;,90;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL;PF PAQ PREVISIONAL;Pesos;10000;60 días;Línea telefónica;24,98;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZO FIJO PRECANCELABLE UVA;PF PRECANCELABLE UVA;Pesos;10000;90 días;Línea telefónica;,00;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS;PF ALTOS MONTOS;Pesos;5000000;90 días;Línea telefónica;26,20;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A 300000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS;PF ALTOS MONTOS;Pesos;5000000;30 días;Línea telefónica;26,20;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A 300000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL;PF PAQ PREVISIONAL;Pesos;10000;60 días;Ventanilla de sucursal;24,98;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS;PLAZOS FIJOS;Pesos;10000;360 días o más;Ventanilla de sucursal;22,54;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS;PF ALTOS MONTOS;Pesos;5000000;90 días;Ventanilla de sucursal;26,20;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A 300000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS USD;PLAZOS FIJOS;Dólares estadounidenses;50;60 días;Línea telefónica;,35;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL USD;PF PAQ PREVISIONAL;Dólares estadounidenses;50;60 días;Ventanilla de sucursal;,40;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS;PLAZOS FIJOS;Pesos;10000;90 días;Línea telefónica;22,54;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS;PLAZOS FIJOS;Pesos;10000;180 días;Ventanilla de sucursal;22,54;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS  USD;PF ALTOS MONTOS;Dólares estadounidenses;2000;60 días;Ventanilla de sucursal;,35;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A USD 2000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS;PLAZOS FIJOS;Pesos;10000;90 días;Ventanilla de sucursal;22,54;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS ALTOS MONTOS;PF ALTOS MONTOS;Pesos;5000000;360 días o más;Línea telefónica;26,20;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE DESEEN REALIZAR UN INVERSION IGUAL O MAYOR A 300000
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2026-04-01;PLAZOS FIJOS DE PAQUETE PREVISIONAL;PF PAQ PREVISIONAL;Pesos;10000;30 días;Ventanilla de sucursal;24,98;Todo el territorio nacional;DESTINADO A PERSONAS FISICAS QUE ESTEN ADHERIDAS AL PAQUETE PREVISIONAL
44092;FCA COMPAÑIA FINANCIERA S.A.;2026-06-30;PLAZO FIJO EN UVAS;PLAZO FIJO EN UVAS;UVA;100000000;180 días;Electrónico;6,00;Todo el territorio nacional;EL PRODUCTO ES EXCLUSIVO UNICAMENTE PARA PERSONAS JURIDICAS
44092;FCA COMPAÑIA FINANCIERA S.A.;2026-06-30;PLAZO FIJO;DEPOSITOS A PLAZO FIJO;Pesos;100000000;Todos los plazos;Electrónico;26,10;Todo el territorio nacional;EL PRODUCTO ES EXCLUSIVO UNICAMENTE PARA PERSONAS JURIDICAS
44093;GPAT COMPAÑIA FINANCIERA S.A.U.;2026-06-16;PLAZO FIJO INTRANSFERIBLE;PF INTRANSFERIBLE;Pesos;1000000;30 días;Línea telefónica;33,18;Todo el territorio nacional;SOLO INVERSORES CALIFICADOS Y PERSONAS JURIDICAS
44094;MERCEDES-BENZ COMPAÑÍA FINANCIERA ARGENTINA S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PF INTRANSFERIBLE;Pesos;1000000;30 días;Línea telefónica;19,56;Todo el territorio nacional;
44099;TOYOTA COMPAÑÍA FINANCIERA DE ARGENTINA S.A.;2026-06-30;CERTIFICADO DE DEPOSITOS A PLAZO FIJO NOMINATIVO TRANSFERIBLE O INTRANSFERIBLE;CERTIFICADOS DEPOSITOS PF;Pesos;100000;30 días;Línea telefónica;23,14;Todo el territorio nacional;PODRAN SER TITULARES LAS PERSONAS JURIDICAS PERTENECIENTES A LOS SIGUIENTES TRES SEGMENTOS: CONCECIONARIOS DE LA RED TOYOTA, CORPORATIVO POR EJEMPLO TOYOTA ARGENTINA SA E INSTITUCIONALES POR EJEMPLO FONDOS COMUNES DE INVERSION O CIAS DE SEGURO
44099;TOYOTA COMPAÑÍA FINANCIERA DE ARGENTINA S.A.;2026-06-30;CERTIFICADO DE DEPOSITOS A PLAZO FIJO NOMINATIVO TRANSFERIBLE O INTRANSFERIBLE;CERTIFICADOS DEPOSITOS PF;Pesos;100000;30 días;Electrónico;23,14;Todo el territorio nacional;PODRAN SER TITULARES LAS PERSONAS JURIDICAS PERTENECIENTES A LOS SIGUIENTES TRES SEGMENTOS: CONCECIONARIOS DE LA RED TOYOTA, CORPORATIVO POR EJEMPLO TOYOTA ARGENTINA SA E INSTITUCIONALES POR EJEMPLO FONDOS COMUNES DE INVERSION O CIAS DE SEGURO
45030;NARANJA DIGITAL COMPAÑÍA FINANCIERA S.A.U.;2026-06-29;PLAZO FIJO INTRANSFERIBLE EN PESOS;PFENPESOS;Pesos;1000;30 días;Electrónico;21,94;Todo el territorio nacional;
45030;NARANJA DIGITAL COMPAÑÍA FINANCIERA S.A.U.;2026-06-29;PLAZO FIJO INTRANSFERIBLE EN PESOS;PFENPESOS;Pesos;1000;90 días;Electrónico;23,14;Todo el territorio nacional;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE PAGO PERIODICO DE INTERESES;T22SL-INTRANS.P/PINT;Pesos;1000;30 días;Ventanilla de sucursal;20,75;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22SJ-TRANSFERIBLE;Dólares estadounidenses;150;60 días;Ventanilla de sucursal;,50;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE CANCELACION ANTICIPADA;T22SJ-TRANSF.C/ANT.;Pesos;1000;30 días;Ventanilla de sucursal;20,75;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22SL-TRANSFERIBLE;Pesos;1000;90 días;Ventanilla de sucursal;20,40;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22SL-INTRANSFERIBLE;Dólares estadounidenses;150;90 días;Ventanilla de sucursal;,50;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE PAGO PERIODICO DE INTERESES;T22SL-INTRANS.P/PINT;Pesos;1000;90 días;Ventanilla de sucursal;20,40;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE CANCELACION ANTICIPADA;T22SL-TRANSF.C/ANT.;Pesos;1000;90 días;Ventanilla de sucursal;20,40;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22CB-TRANSFERIBLE;Dólares estadounidenses;150;90 días;Ventanilla de sucursal;,50;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE CANCELACION ANTICIPADA;T22SL-TRANSF.C/ANT.;Pesos;1000;30 días;Ventanilla de sucursal;20,75;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22SL-TRANSFERIBLE;Dólares estadounidenses;150;90 días;Ventanilla de sucursal;,50;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE UVA CANCELACION ANTICIPADA;T22SL-INSTRANSF.UVA C/ANT;UVA;1000;180 días;Ventanilla de sucursal;1,00;Provincia de San Luis;ES UN DEPOSITO EN PESOS EXPRESADO EN UNIDADES DE VALOR ADQUISITIVO ACTUALIZABLES POR CER  - LEY 25827 (UVA) CON POSIBILIDAD DE CANCELACION ANTICIPADA A LOS 30 DIAS. LA TASA FIJA DE PRECANCELACION ES PUBLICADA POR EL BCRA DIARIAMENTE Y SE INFORMA AL MOMENTO DEL ALTA DE LA OPERACION. SOLO PUEDEN ACCEDER LAS PERSONAS HUMANAS.
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22SL-INTRANSFERIBLE;Dólares estadounidenses;150;30 días;Ventanilla de sucursal;,50;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE CANCELACION ANTICIPADA;T22SL-TRANSF.C/ANT.;Pesos;1000;60 días;Ventanilla de sucursal;20,57;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22CB-TRANSFERIBLE;Pesos;1000;60 días;Ventanilla de sucursal;20,57;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22CB-INTRANSFERIBLE;Dólares estadounidenses;150;60 días;Ventanilla de sucursal;,50;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE UVA CANCELACION ANTICIPADA;T22CB-INSTRANSF.UVA C/ANT;UVA;1000;180 días;Ventanilla de sucursal;1,00;Provincia de Córdoba;ES UN DEPOSITO EN PESOS EXPRESADO EN UNIDADES DE VALOR ADQUISITIVO ACTUALIZABLES POR CER  - LEY 25827 (UVA) CON POSIBILIDAD DE CANCELACION ANTICIPADA A LOS 30 DIAS. LA TASA FIJA DE PRECANCELACION ES PUBLICADA POR EL BCRA DIARIAMENTE Y SE INFORMA AL MOMENTO DEL ALTA DE LA OPERACION. SOLO PUEDEN ACCEDER LAS PERSONAS HUMANAS.
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE PAGO PERIODICO DE INTERESES;T22MZ-INTRANS.P/PINT;Pesos;1000;60 días;Ventanilla de sucursal;20,57;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE CANCELACION ANTICIPADA;T22CB-TRANSF.C/ANT.;Pesos;1000;30 días;Ventanilla de sucursal;20,75;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22CB-TRANSFERIBLE;Dólares estadounidenses;150;30 días;Ventanilla de sucursal;,50;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22CB-INTRANSFERIBLE;Pesos;1000;30 días;Ventanilla de sucursal;20,75;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22CB-TRANSFERIBLE;Pesos;1000;30 días;Ventanilla de sucursal;20,75;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22SJ-TRANSFERIBLE;Pesos;1000;60 días;Ventanilla de sucursal;20,57;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22CB-INTRANSFERIBLE;Dólares estadounidenses;150;30 días;Ventanilla de sucursal;,50;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22SL-INTRANSFERIBLE;Dólares estadounidenses;150;60 días;Ventanilla de sucursal;,50;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22CB-INTRANSFERIBLE;Dólares estadounidenses;150;90 días;Ventanilla de sucursal;,50;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22SL-INTRANSFERIBLE;Pesos;1000;30 días;Ventanilla de sucursal;20,75;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22SL-TRANSFERIBLE;Dólares estadounidenses;150;30 días;Ventanilla de sucursal;,50;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22SL-TRANSFERIBLE;Pesos;1000;60 días;Ventanilla de sucursal;20,57;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22SL-INTRANSFERIBLE;Pesos;1000;60 días;Ventanilla de sucursal;20,57;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22SL-TRANSFERIBLE;Pesos;1000;30 días;Ventanilla de sucursal;20,75;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22CB-INTRANSFERIBLE;Pesos;1000;60 días;Ventanilla de sucursal;20,57;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE PAGO PERIODICO DE INTERESES;T22SL-INTRANS.P/PINT;Pesos;1000;60 días;Ventanilla de sucursal;20,57;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22CB-TRANSFERIBLE;Dólares estadounidenses;150;60 días;Ventanilla de sucursal;,50;Provincia de Córdoba;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22SL-INTRANSFERIBLE;Pesos;1000;90 días;Ventanilla de sucursal;20,40;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE PAGO PERIODICO DE INTERESES;T22SJ-INTRANS.P/PINT;Pesos;1000;60 días;Ventanilla de sucursal;20,57;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22SL-TRANSFERIBLE;Dólares estadounidenses;150;60 días;Ventanilla de sucursal;,50;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22SJ-INTRANSFERIBLE;Dólares estadounidenses;150;30 días;Ventanilla de sucursal;,50;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22MZ-TRANSFERIBLE;Dólares estadounidenses;150;60 días;Ventanilla de sucursal;,50;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22MZ-INTRANSFERIBLE;Pesos;1000;60 días;Ventanilla de sucursal;20,57;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22MZ-TRANSFERIBLE;Pesos;1000;60 días;Ventanilla de sucursal;20,57;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE;T22MZ-TRANSFERIBLE;Pesos;1000;90 días;Ventanilla de sucursal;20,40;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE UVA CANCELACION ANTICIPADA;T22MZ-INSTRANSF.UVA C/ANT;UVA;1000;180 días;Ventanilla de sucursal;1,00;Provincia de Mendoza;ES UN DEPOSITO EN PESOS EXPRESADO EN UNIDADES DE VALOR ADQUISITIVO ACTUALIZABLES POR CER  - LEY 25827 (UVA) CON POSIBILIDAD DE CANCELACION ANTICIPADA A LOS 30 DIAS. LA TASA FIJA DE PRECANCELACION ES PUBLICADA POR EL BCRA DIARIAMENTE Y SE INFORMA AL MOMENTO DEL ALTA DE LA OPERACION. SOLO PUEDEN ACCEDER LAS PERSONAS HUMANAS.
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22MZ-INTRANSFERIBLE;Dólares estadounidenses;150;90 días;Ventanilla de sucursal;,50;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE CANCELACION ANTICIPADA;T22MZ-TRANSF.C/ANT.;Pesos;1000;60 días;Ventanilla de sucursal;20,57;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22MZ-INTRANSFERIBLE;Dólares estadounidenses;150;60 días;Ventanilla de sucursal;,50;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE CANCELACION ANTICIPADA;T22SJ-TRANSF.C/ANT.;Pesos;1000;60 días;Ventanilla de sucursal;20,57;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO TRANSFERIBLE CANCELACION ANTICIPADA;T22SL-TRANSF.C/ANT.;Pesos;1000;90 días;Ventanilla de sucursal;20,40;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22SL-INTRANSFERIBLE;Dólares estadounidenses;150;60 días;Ventanilla de sucursal;,50;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE PAGO PERIODICO DE INTERESES;T22SL-INTRANS.P/PINT;Pesos;1000;30 días;Ventanilla de sucursal;20,75;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE PAGO PERIODICO DE INTERESES;T22MZ-INTRANS.P/PINT;Pesos;1000;60 días;Ventanilla de sucursal;20,57;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22SL-INTRANSFERIBLE;Pesos;1000;60 días;Ventanilla de sucursal;20,57;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2026-06-17;PLAZO FIJO INTRANSFERIBLE;T22MZ-INTRANSFERIBLE;Dólares estadounidenses;150;30 días;Ventanilla de sucursal;,50;Provincia de Mendoza;
