Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO I 1M VS1 ID 109;ADELI1VS1ID109;Pesos;20000;7500;1;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;150,00;Fija;150,00;11250,00;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XXII 12M VS1 ID 211;ADELXXII12VS1ID211;Pesos;15000;7500;12;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;510,00;Fija;510,00;4311,50;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XXVI 12M VS1 ID 215;ADELXXVI12VS1ID215;Pesos;11250;7500;12;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;545,00;Fija;545,00;4593,04;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XVIII 12M VS1 ID 207;ADELXVIII12VS1ID207;Pesos;22500;7500;12;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;450,00;Fija;450,00;3833,95;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XXVI 3M VS1 ID 161;ADELXXVI3VS1ID161;Pesos;425;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;425,00;Fija;425,00;5929,48;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XVI 6M VS1 ID 178;ADELXVI6VS1ID178;Pesos;15000;7500;6;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;360,00;Fija;360,00;3783,94;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO VI 3M VS1 ID 141;ADELVI3VS1ID141;Pesos;45000;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;190,00;Fija;190,00;4440,42;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO V 3M VS1 ID 140;ADELV3VS1ID140;Pesos;60000;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;180,00;Fija;180,00;4379,77;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XV 6M VS1 ID 177;ADELXV6VS1ID177;Pesos;22500;7500;6;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;340,00;Fija;340,00;3650,51;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XXIV 12M VS1 ID 213;ADELXXIV12VS1ID213;Pesos;13500;7500;12;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;530,00;Fija;530,00;4472,15;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XIII 3M VS1 ID 148;ADELXIII3VS1ID148;Pesos;15000;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;260,00;Fija;260,00;4871,60;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO X 12M VS1 ID 199;ADELX12VS1ID199;Pesos;30000;7500;12;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;300,00;Fija;300,00;2684,48;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XI 3M VS1 ID 146;ADELXI3VS1ID146;Pesos;30000;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;240,00;Fija;240,00;4747,25;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO II 3M VS1 ID 137;ADELII3VS1ID137;Pesos;75000;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;150,00;Fija;150,00;4199,31;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XX 3M VS1 ID 155;ADELXX3VS1ID155;Pesos;15000;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;315,00;Fija;315,00;5218,09;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO VII 12M VS1 ID 196;ADELVII12VS1ID196;Pesos;45000;7500;12;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;250,00;Fija;250,00;2323,12;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XIX 3M VS1 ID 154;ADELXIX3VS1ID154;Pesos;15000;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;315,00;Fija;315,00;5218,09;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XVIII 3M VS1 ID 153;ADELXVIII3VS1ID153;Pesos;15000;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;310,00;Fija;310,00;5186,32;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XI 1M VS1 ID 119;ADELXI1VS1ID119;Pesos;10000;7500;1;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;200,00;Fija;200,00;11666,67;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XVI 3M VS1 ID 151;ADELXVI3VS1ID151;Pesos;15000;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;300,00;Fija;300,00;5122,95;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XXIV 3M VS1 ID 159;ADELXXIV3VS1ID159;Pesos;7500;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;375,00;Fija;375,00;5603,22;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XV 3M VS1 ID 150;ADELXV3VS1ID150;Pesos;15000;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;280,00;Fija;280,00;4996,84;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XIV 3M VS1 ID 149;ADELXIV3VS1ID149;Pesos;15000;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;270,00;Fija;270,00;4934,11;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XII 3M VS1 ID 147;ADELXII3VS1ID147;Pesos;30000;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;250,00;Fija;250,00;4809,32;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO IV 12M VS1 ID 193;ADELIV12VS1ID193;Pesos;60000;7500;12;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;210,00;Fija;210,00;2045,33;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XVI 1M VS1 ID 124;ADELXVI1VS1ID124;Pesos;6000;7500;1;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;250,00;Fija;250,00;12083,33;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XXV 12M VS1 ID 214;ADELXXV12VS1ID214;Pesos;11250;7500;12;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;540,00;Fija;540,00;4552,71;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XXII 1M VS1 ID 130;ADELXXII1VS1ID130;Pesos;5000;7500;1;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;310,00;Fija;310,00;12583,33;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XXI 3M VS1 ID 156;ADELXXI3VS1ID156;Pesos;13500;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;330,00;Fija;330,00;5313,69;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XXVI 6M VS1 ID 188;ADELXXVI6VS1ID188;Pesos;7500;7500;6;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;495,00;Fija;495,00;4719,21;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO II 1M VS1 ID 110;ADELII1VS1ID110;Pesos;25000;7500;1;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;155,00;Fija;155,00;11291,67;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO I 12M VS1 ID 190;ADELI12VS1ID190;Pesos;75000;7500;12;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;150,00;Fija;150,00;1651,94;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XXIII 6M VS1 ID 185;ADELXXIII6VS1ID185;Pesos;11250;7500;6;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;470,00;Fija;470,00;4541,87;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO II 12M VS1 ID 191;ADELII12VS1ID191;Pesos;75000;7500;12;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;170,00;Fija;170,00;1779,62;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO III 3M VS1 ID 138;ADELIII3VS1ID138;Pesos;75000;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;160,00;Fija;160,00;4259,21;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XXI 6M VS1 ID 183;ADELXXI6VS1ID183;Pesos;15000;7500;6;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;460,00;Fija;460,00;4471,43;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XXIII 3M VS1 ID 158;ADELXXIII3VS1ID158;Pesos;11250;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;350,00;Fija;350,00;5441,87;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO V 1M VS1 ID 113;ADELV1VS1ID113;Pesos;20000;7500;1;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;170,00;Fija;170,00;11416,67;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XVI 12M VS1 ID 205;ADELXVI12VS1ID205;Pesos;22500;7500;12;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;410,00;Fija;410,00;3520,14;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO IX 1M VS1 ID 117;ADELIX1VS1ID117;Pesos;10000;7500;1;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;190,00;Fija;190,00;11583,33;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XXII 3M VS1 ID 157;ADELXXII3VS1ID157;Pesos;11250;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;335,00;Fija;335,00;5345,66;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XVII 3M VS1 ID 152;ADELXVII3VS1ID152;Pesos;15000;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;300,00;Fija;300,00;5122,95;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XIX 12M VS1 ID 208;ADELXIX12VS1ID208;Pesos;15000;7500;12;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;470,00;Fija;470,00;3992,32;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO IV 3M VS1 ID 139;ADELIV3VS1ID139;Pesos;40000;7500;3;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;170,00;Fija;170,00;4319,37;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;CBU NACION G2 12 VS12 JUBILADOS;CBUNACG212VS12JUB;Pesos;33000;7500;12;0;12;73;30,00;Clientes que acrediten sueldos en la entidad;30,00;288,00;Fija;288,00;2596,48;Todo el territorio nacional;COBRO POR DEBITO AUTOMATICO DE BANCO NACION
55216;Finsol Microcreditos S.A.;2022-03-10;ADELANTO XIII 1M VS1 ID 121;ADELXIII1VS1ID121;Pesos;5000;7500;1;0;12;59;30,00;Personas humanas en relación de dependencia;30,00;215,00;Fija;215,00;11791,67;Todo el territorio nacional;COBRO POR TARJETA DE DEBITO
55216;Finsol Microcreditos S.A.;2022-03-10;CBU NACION G3 12-14 VS12;CBUNACG312-14VS12;Pesos;25000;7500;14;0;12;59;30,00;Clientes que acrediten sueldos en la entidad;30,00;329,00;Fija;329,00;2837,10;Todo el territorio nacional;COBRO POR DEBITO AUTOMATICO DE BANCO NACION
55216;Finsol Microcreditos S.A.;2022-03-10;CBU NACION G1 12-14 VS12;CBUNACG112-14VS12;Pesos;40000;7500;14;0;12;59;30,00;Clientes que acrediten sueldos en la entidad;30,00;263,00;Fija;263,00;2337,50;Todo el territorio nacional;COBRO POR DEBITO AUTOMATICO DE BANCO NACION
55222;BFA Inversiones y Finanzas S.A.;2026-04-27;PRESTAMO PERSONAL PERSONA FISICA;PPPF;Pesos;20000000;100000;24;700000;6;65;20,00;Todos los beneficiarios;10,00;95,60;Fija;130,01;1297,00;Todo el territorio nacional;LOS BENEFICIARIOS ESTAN SUJETOS A REQUISITOS OBLIGATORIOS
55227;Mutual Federada 25 de junio SPR;2026-05-15;AMDR LINEA COMERCIALIZADORA SANTA FE 3 4 5;AMDRCOM2;Pesos;10000000;1000;48;500000;6;80;40,00;Todos los beneficiarios;2,00;200,00;Fija;211,00;95775,00;Todo el territorio nacional;PRESTAMOS CONVENIO INTERMUTUAL CON AMDRVT
55227;Mutual Federada 25 de junio SPR;2026-05-15;LINEA ESTANDAR CLIENTE CON GARANTIA;LESTCCG;Pesos;10000000;1000;48;500000;6;80;40,00;Todos los beneficiarios;2,00;85,00;Fija;96,00;63722,00;Todo el territorio nacional;PRESTAMOS CON CONDEUDOR ASOCIADOS Y ASOCIADOS POR CONVENIO
55227;Mutual Federada 25 de junio SPR;2026-05-15;LINEA ESTANDAR CLIENTE CON SEGURO DE VIDA;LECSV;Pesos;10000000;1000;36;500000;12;80;40,00;Todos los beneficiarios;2,00;85,00;Fija;99,00;68867,00;Todo el territorio nacional;PRESTAMOS A SOLA FIRMA ASOCIADOS Y ASOCIADAOS POR CONVENIO 
55227;Mutual Federada 25 de junio SPR;2026-05-15;PAGO INTEGRO CON VALORES ASOCIADOS;PIVA;Pesos;10000000;1000;6;500000;12;80;40,00;Todos los beneficiarios;,00;54,00;Fija;66,00;1000000,00;Todo el territorio nacional;PAGO INTEGRO CON VALORES ASOCIADOS DESCUENTO DE CHEQUES
55235;Valerza S.A.;2024-09-30;PRESTAMO PERSONAL APUNJU VALERZA;APUNJU VLZA;Pesos;1500000;30000;18;300000;6;65;30,00;Empleados públicos;4,00;127,33;Fija;342,37;10102,15;Provincia de Jujuy;
55235;Valerza S.A.;2024-09-30;PRESTAMO PERSONAL POLICIA VALERZA;POLICIA VLZA;Pesos;1500000;30000;18;300000;6;65;30,00;Empleados públicos;4,00;149,50;Fija;386,25;10715,76;Provincia de Jujuy;
55235;Valerza S.A.;2024-09-30;PRESTAMO PERSONAL SEOM VALERZA;SEOM VLZA;Pesos;100000;20000;6;200000;6;65;30,00;Empleados públicos;4,00;127,33;Fija;342,37;21246,04;Provincia de Jujuy;
55235;Valerza S.A.;2024-09-30;PRESTAMO PERSONAL ADEP VALERZA;ADEP VLZA;Pesos;1500000;30000;18;300000;6;65;30,00;Empleados públicos;4,00;131,62;Fija;350,81;10223,59;Provincia de Jujuy;
55235;Valerza S.A.;2024-09-30;PRESTAMO PERSONAL APL VALERZA;APL VLZA;Pesos;1500000;30000;18;300000;6;65;30,00;Empleados públicos;4,00;149,50;Fija;386,25;10715,76;Provincia de Jujuy;
55235;Valerza S.A.;2024-09-30;PRESTAMOS PERSONALES MONEDA EXTRANJERA;PERSONALES USD VLZA;Dólares estadounidenses;100000;10000;18;4000;6;65;30,00;Personas humanas en relación de dependencia;4,00;16,07;Fija;128,91;6301,49;Provincia de Jujuy;
55235;Valerza S.A.;2024-09-30;PRESTAMOS PERSONALES;PERSONALES VLZA;Pesos;1500000;30000;18;500000;6;65;30,00;Personas humanas en relación de dependencia;4,00;173,62;Fija;434,52;11344,92;Provincia de Jujuy;
55235;Valerza S.A.;2024-09-30;PRESTAMO PERSONAL AMPERPAG VALERZA;AMPERPAG VLZA;Pesos;1500000;30000;18;300000;6;65;30,00;Empleados públicos;4,00;173,62;Fija;434,52;11344,92;Provincia de Jujuy;
55236;Dourat S.R.L.;2023-05-29;MONOTRIBUTOEFECTIVO;MVES3;Pesos;100000;5000;12;70000;12;65;23,00;Personas humanas Monotributistas;,00;264,00;Fija;267,67;,00;Provincia de Buenos Aires;
55236;Dourat S.R.L.;2023-05-29;JUBILADOEFECTIVO;JVES3;Pesos;50000;1000;6;30000;6;75;25,00;Beneficiarios de cuentas de la seguridad social;,00;228,00;Fija;231,17;,00;Provincia de Buenos Aires;
55236;Dourat S.R.L.;2023-05-29;JUBILADOEFECTIVO;JVSS2;Pesos;50000;1000;6;30000;6;75;25,00;Beneficiarios de cuentas de la seguridad social;,00;252,00;Fija;255,50;,00;Provincia de Buenos Aires;
55236;Dourat S.R.L.;2023-05-29;TARJETAEFECTIVO;TES2;Pesos;100000;5000;12;50000;6;75;20,00;Todos los beneficiarios;,00;206,83;Fija;217,11;,00;Provincia de Buenos Aires;
55236;Dourat S.R.L.;2023-05-29;RECIBOEFECTIVO;RVES3;Pesos;100000;5000;6;30000;6;75;20,00;Personas humanas en relación de dependencia;,00;300,00;Fija;304,17;,00;Provincia de Buenos Aires;
55236;Dourat S.R.L.;2023-05-29;MONOTRIBUTOEFECTIVO;MVSE2;Pesos;100000;5000;12;70000;12;65;20,00;Personas humanas Monotributistas;,00;264,00;Fija;267,67;,00;Provincia de Buenos Aires;
55236;Dourat S.R.L.;2023-05-29;MONOTRIBUTOEFECTIVO;MVES1;Pesos;100000;5000;12;70000;12;65;20,00;Personas humanas Monotributistas;,00;240,00;Fija;243,33;,00;Provincia de Buenos Aires;
55236;Dourat S.R.L.;2023-05-29;TARJETAEFECTIVO;TES1;Pesos;100000;5000;12;50000;6;75;20,00;Todos los beneficiarios;,00;194,67;Fija;209,00;,00;Provincia de Buenos Aires;
55236;Dourat S.R.L.;2023-05-29;TARJETAEFECTIVO;TES3;Pesos;100000;5000;12;50000;6;75;20,00;Todos los beneficiarios;,00;219,00;Fija;226,72;,00;Provincia de Buenos Aires;
55236;Dourat S.R.L.;2023-05-29;JUBILADOEFECTIVO;JVES1;Pesos;50000;1000;6;30000;6;75;25,00;Beneficiarios de cuentas de la seguridad social;,00;228,00;Fija;231,17;,00;Provincia de Buenos Aires;
55236;Dourat S.R.L.;2023-05-29;RECIBOEFECTIVO;RVES2;Pesos;100000;5000;6;30000;6;75;20,00;Personas humanas en relación de dependencia;,00;252,00;Fija;255,50;,00;Provincia de Buenos Aires;
55236;Dourat S.R.L.;2023-05-29;RECIBOEFECTIVO;RVES1;Pesos;100000;5000;6;30000;6;75;20,00;Personas humanas en relación de dependencia;,00;222,00;Fija;228,08;,00;Provincia de Buenos Aires;
55242;MG-Group S.A.;2026-05-07;MG PERSONALES;MGPER;Pesos;10000000;50000;36;317800;4;73;35,00;Todos los beneficiarios;10,00;484,44;Fija;523,63;19193,00;Todo el territorio nacional;IVA INCLUIDO EN LA CUOTA INICIAL
55244;Mutual del agro, la industria y el comercio de Santa Fe;2026-06-30;AMORTIZABLES CON CODIGO DE DESCUENTO ACTIVOS;AMORTIZABLES DESCUENTO;Pesos;10000000;10000;36;0;0;63;30,00;Empleados públicos;10,00;95,65;Fija;103,77;67909,00;Provincia de Santa Fe;EDAD MAXIMA SOLICITADA EN MUJERES: 58 AÑOS - EDAD MAXIMA SOLICITADA EN HOMBRES: 63 AÑOS
55245;CUOTAFACIL SA;2026-04-22;PRESTAMOPERSONAL;CREDITO;Pesos;3000000;1000;1;0;0;100;20,00;Personas humanas en relación de dependencia;,00;2229,81;Fija;4011,03;13000,00;Todo el territorio nacional;
55245;CUOTAFACIL SA;2026-04-22;PRESTAMOPERSONAL;CREDITO;Pesos;800000;1000;12;0;0;100;20,00;Personas humanas en relación de dependencia;,00;1702,57;Fija;2955,91;2920,00;Todo el territorio nacional;
55245;CUOTAFACIL SA;2026-04-22;PRESTAMOPERSONAL;CREDITO;Pesos;1200000;1000;12;0;0;100;20,00;Personas humanas en relación de dependencia;,00;99,33;Fija;129,27;1245,00;Todo el territorio nacional;
55247;SOLVENTIA SA;2021-09-13;PRESTAMOS PERSONALES;ARGENCREDIT;Pesos;15000;1000;6;0;1;100;33,33;Personas humanas en relación de dependencia;,00;210,00;Fija;260,00;3799,00;Todo el territorio nacional;
55255;DINEFA S.R.L.;2022-06-10;ADELANTO DE EFECTIVO;ADELANTO;Pesos;50000;10000;6;22000;12;60;30,00;Todos los beneficiarios;,00;71,40;Fija;86,39;3110,00;Todo el territorio nacional;
55256;MSA CREDITOS S.A.;2023-08-04;MOTO ROMA;MOTO ROMA;Pesos;1020000;1000;36;15000;4;100;40,00;Todos los beneficiarios;10,00;294,28;Fija;416,09;1476,25;Todo el territorio nacional;
55256;MSA CREDITOS S.A.;2023-08-04;PLAN EMPRESAS;PLAN EMPRESAS;Pesos;1500000;1000;24;15000;4;100;40,00;Todos los beneficiarios;10,00;173,62;Fija;234,56;1162,62;Todo el territorio nacional;
55256;MSA CREDITOS S.A.;2023-08-04;MOTO B;MOTO B;Pesos;1500000;1000;36;15000;4;100;40,00;Todos los beneficiarios;10,00;367,21;Fija;530,67;1665,35;Todo el territorio nacional;
55256;MSA CREDITOS S.A.;2023-08-04;CELULAR B;CELULAR B;Pesos;440000;1000;24;15000;4;100;40,00;Todos los beneficiarios;10,00;468,52;Fija;694,78;1915,91;Todo el territorio nacional;
55256;MSA CREDITOS S.A.;2023-08-04;PLAN MODICA;PLAN MODICA;Pesos;1500000;1000;12;15000;4;100;40,00;Todos los beneficiarios;10,00;84,78;Fija;109,40;1215,93;Todo el territorio nacional;
55256;MSA CREDITOS S.A.;2023-08-04;R HOGAR;R HOGAR;Pesos;440000;1000;24;15000;4;100;40,00;Todos los beneficiarios;10,00;225,45;Fija;311,14;1328,95;Todo el territorio nacional;
55256;MSA CREDITOS S.A.;2023-08-04;MOTO A;MOTO A;Pesos;1500000;1000;36;15000;4;100;40,00;Todos los beneficiarios;10,00;367,21;Fija;530,67;1665,35;Todo el territorio nacional;
55256;MSA CREDITOS S.A.;2023-08-04;MOTO C;MOTO C;Pesos;1500000;1000;36;15000;4;100;40,00;Todos los beneficiarios;10,00;379,68;Fija;550,59;1695,11;Todo el territorio nacional;
55256;MSA CREDITOS S.A.;2023-08-04;CELULAR;CELULAR;Pesos;440000;1000;24;15000;4;100;40,00;Todos los beneficiarios;10,00;444,40;Fija;655,25;1867,91;Todo el territorio nacional;
55256;MSA CREDITOS S.A.;2023-08-04;MOTO PREMIUM;MOTO PREMIUM;Pesos;1500000;1000;36;15000;4;100;40,00;Todos los beneficiarios;10,00;303,74;Fija;430,76;1502,38;Todo el territorio nacional;
55256;MSA CREDITOS S.A.;2023-08-04;HOGAR A;HOGAR A;Pesos;440000;1000;24;15000;4;100;40,00;Todos los beneficiarios;10,00;398,97;Fija;581,56;1772,49;Todo el territorio nacional;
55256;MSA CREDITOS S.A.;2023-08-04;HOGAR B;HOGAR B;Pesos;440000;1000;24;15000;4;100;40,00;Todos los beneficiarios;10,00;412,22;Fija;602,94;1801,03;Todo el territorio nacional;
55256;MSA CREDITOS S.A.;2023-08-04;BLACK 2;BLACK 2;Pesos;1500000;1000;36;15000;4;100;40,00;Todos los beneficiarios;10,00;272,56;Fija;382,59;1414,17;Todo el territorio nacional;
55263;FINANCOMPRA S.A.;2026-07-02;PRESTAMO EFECTIVO NUEVO;EFECTIVO NUEVO;Pesos;20000;5000;12;12000;6;75;10,00;Todos los beneficiarios;,00;1834,28;Fija;1834,28;295265,00;Todo el territorio nacional;TASA FIJA EN PESOS TASA MENSUAL CON IVA 28 POR CIENTO PLAZO MAXIMO 12 MESES
